ticker,first_seen_date,last_seen_date,seen_count,last_labels,last_filing_url
PAPL,2026-02-10,2026-02-10,8,dilution_bank,https://www.sec.gov/Archives/edgar/data/1938109/0001493152-26-005987.txt
PARK,2026-02-19,2026-02-19,5,dilution_bank,https://www.sec.gov/Archives/edgar/data/2069604/0001104659-26-017525.txt
PDEX,2026-01-29,2026-01-29,6,dilution_bank,https://www.sec.gov/Archives/edgar/data/788920/0001079973-26-000141.txt
PEBK,2026-01-26,2026-01-26,3,convert_financing,https://www.sec.gov/Archives/edgar/data/1093672/0001654954-26-000585.txt
PFIS,2026-01-30,2026-01-30,3,dilution_bank,https://www.sec.gov/Archives/edgar/data/1056943/0001104659-26-008637.txt
PLAG,2025-09-04,2025-09-04,2,dilution_bank,https://www.sec.gov/Archives/edgar/data/1117057/0001213900-25-084289.txt
PLBC,2026-01-23,2026-01-23,8,dilution_bank,https://www.sec.gov/Archives/edgar/data/1168455/0001437749-26-001817.txt
PLPC,2025-10-29,2025-10-29,1,dilution_bank,https://www.sec.gov/Archives/edgar/data/80035/0000080035-25-000020.txt
PLRZ,2025-12-05,2025-12-05,3,dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1893645/0001213900-25-118451.txt
PLUR,2025-12-09,2025-12-09,4,pipe_financing,https://www.sec.gov/Archives/edgar/data/1158780/0001213900-25-119651.txt
PMCB,2025-10-31,2025-10-31,3,convert_financing|dilution_bank,https://www.sec.gov/Archives/edgar/data/1157075/0001683168-25-007871.txt
POCI,2025-10-03,2025-10-03,1,dilution_bank,https://www.sec.gov/Archives/edgar/data/867840/0001683168-25-007400.txt
PODC,2026-01-23,2026-02-12,8,convert_financing|dilution_bank,https://www.sec.gov/Archives/edgar/data/1940177/0001213900-26-015621.txt
POLA,2025-12-16,2025-12-16,6,dilution_bank,https://www.sec.gov/Archives/edgar/data/1622345/0001493152-25-027972.txt
POWL,2026-02-03,2026-02-03,3,dilution_bank,https://www.sec.gov/Archives/edgar/data/80420/0000080420-26-000013.txt
PPIH,2025-09-15,2025-09-15,1,dilution_bank,https://www.sec.gov/Archives/edgar/data/914122/0001437749-25-029018.txt
PROV,2026-01-23,2026-01-23,6,dilution_bank,https://www.sec.gov/Archives/edgar/data/1010470/0000939057-26-000014.txt
PRPO,2025-09-03,2025-09-03,2,dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1043961/0001104659-25-086995.txt
PRSO,2025-12-23,2025-12-23,16,dilution_bank,https://www.sec.gov/Archives/edgar/data/890394/0001213900-25-124916.txt
PSIX,2025-09-18,2025-09-18,2,dilution_bank,https://www.sec.gov/Archives/edgar/data/1137091/0001193125-25-207384.txt
PTHS,2026-01-13,2026-02-13,12,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1919246/0001753926-26-000321.txt
PTN,2025-11-12,2025-11-12,8,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/911216/0001654954-25-012787.txt
PULM,2025-12-18,2025-12-18,4,dilution_bank,https://www.sec.gov/Archives/edgar/data/1574235/0001493152-25-028283.txt
PVLA,2026-01-02,2026-01-02,2,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1583648/0001104659-26-000065.txt
PXED,2025-11-13,2025-11-13,2,dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1600222/0000950142-25-002961.txt
PXLW,2025-12-31,2025-12-31,5,dilution_bank,https://www.sec.gov/Archives/edgar/data/1040161/0001040161-25-000072.txt
PYPD,2025-11-26,2025-11-26,3,dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1611842/0001213900-25-115476.txt
QCLS,2026-02-11,2026-02-11,15,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1321834/0001493152-26-006234.txt
QNTM,2025-12-22,2025-12-22,3,dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1771885/0001753926-25-001935.txt
QTTB,2026-02-17,2026-02-17,11,dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1661998/0001193125-26-054660.txt
RAND,2025-11-07,2025-11-07,2,dilution_bank,https://www.sec.gov/Archives/edgar/data/81955/0001493152-25-021190.txt
RAPT,2026-01-20,2026-01-20,5,dilution_bank,https://www.sec.gov/Archives/edgar/data/1673772/0001193125-26-015882.txt
RAVE,2026-02-05,2026-02-05,2,dilution_bank,https://www.sec.gov/Archives/edgar/data/718332/0001140361-26-003801.txt
RBKB,2026-02-10,2026-02-10,3,dilution_bank,https://www.sec.gov/Archives/edgar/data/1751783/0001104659-26-012668.txt
RCKY,2025-10-28,2025-10-28,2,dilution_bank,https://www.sec.gov/Archives/edgar/data/895456/0001437749-25-031962.txt
RCMT,2025-12-22,2025-12-22,3,dilution_bank,https://www.sec.gov/Archives/edgar/data/700841/0001104659-25-123720.txt
RCON,2026-01-02,2026-01-02,2,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1442620/0001104659-25-125697.txt
RDGT,2025-12-30,2025-12-30,4,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1856084/0001213900-25-126327.txt
RDIB,2025-11-14,2025-11-14,3,dilution_bank,https://www.sec.gov/Archives/edgar/data/716634/0000716634-25-000050.txt
REBN,2025-11-25,2025-11-25,3,pipe_financing,https://www.sec.gov/Archives/edgar/data/1707910/0001213900-25-114791.txt
REED,2025-12-08,2025-12-08,13,dilution_bank,https://www.sec.gov/Archives/edgar/data/1140215/0001493152-25-026641.txt
RENT,2026-02-03,2026-02-03,9,dilution_bank,https://www.sec.gov/Archives/edgar/data/1468327/0000950103-26-001566.txt
RENX,2026-01-30,2026-02-17,26,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1959023/0001213900-26-017314.txt
REPX,2025-12-16,2025-12-16,3,dilution_bank,https://www.sec.gov/Archives/edgar/data/1001614/0001001614-25-000066.txt
RFIL,2026-01-14,2026-01-14,2,dilution_bank,https://www.sec.gov/Archives/edgar/data/740664/0001437749-26-001267.txt
RGCO,2025-09-09,2025-09-09,1,convert_financing|dilution_bank,https://www.sec.gov/Archives/edgar/data/1069533/0001437749-25-028650.txt
RHLD,2026-01-13,2026-01-13,4,dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/2039497/0001104659-26-003021.txt
RICK,2026-02-02,2026-02-20,22,dilution_bank,https://www.sec.gov/Archives/edgar/data/935419/0001628280-26-010283.txt
RIME,2025-12-29,2025-12-29,6,dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/923601/0001493152-25-029389.txt
RKDA,2026-02-11,2026-02-11,7,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1469443/0001193125-26-045063.txt
RMBI,2025-10-23,2025-10-23,1,convert_financing,https://www.sec.gov/Archives/edgar/data/1767837/0001628280-25-046116.txt
RMCF,2026-01-23,2026-02-13,11,dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1616262/0001437749-26-004110.txt
RNAC,2025-12-18,2025-12-18,5,dilution_bank,https://www.sec.gov/Archives/edgar/data/1453687/0001453687-25-000140.txt
RNAZ,2025-12-12,2025-12-12,3,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1829635/0001104659-25-120665.txt
ROLR,2026-01-21,2026-02-13,10,dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1947210/0001753926-26-000317.txt
RRBI,2026-01-30,2026-01-30,8,dilution_bank,https://www.sec.gov/Archives/edgar/data/1071236/0001071236-26-000005.txt
RUBI,2026-01-13,2026-01-13,35,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1943421/0001171843-26-000236.txt
RUSHB,2026-02-17,2026-02-17,5,dilution_bank,https://www.sec.gov/Archives/edgar/data/1012019/0001437749-26-004357.txt
RYM,2025-11-07,2025-11-07,2,convert_financing,https://www.sec.gov/Archives/edgar/data/1800637/0001213900-25-107364.txt
SAM,2026-02-17,2026-02-17,7,dilution_bank,https://www.sec.gov/Archives/edgar/data/949870/0001193125-26-054573.txt
SAMG,2025-10-31,2025-10-31,2,dilution_bank,https://www.sec.gov/Archives/edgar/data/1549966/0001193125-25-258921.txt
SBFG,2026-02-02,2026-02-02,11,dilution_bank,https://www.sec.gov/Archives/edgar/data/767405/0001213900-26-010673.txt
SBLX,2026-01-09,2026-01-09,8,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1086745/0001493152-26-001138.txt
SCKT,2025-10-22,2025-10-22,5,convert_financing,https://www.sec.gov/Archives/edgar/data/944075/0000944075-25-000079.txt
SCOR,2025-12-31,2025-12-31,6,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1158172/0001158172-25-000104.txt
SCWO,2026-02-09,2026-02-09,11,dilution_bank,https://www.sec.gov/Archives/edgar/data/933972/0001654954-26-001047.txt
SDOT,2025-12-09,2025-12-09,11,dilution_bank,https://www.sec.gov/Archives/edgar/data/1701756/0001731122-25-001649.txt
SEED,2025-12-22,2025-12-22,2,dilution_bank,https://www.sec.gov/Archives/edgar/data/1321851/0001104659-25-123758.txt
SEG,2025-12-02,2025-12-02,4,dilution_bank,https://www.sec.gov/Archives/edgar/data/2009684/0001104659-25-117801.txt
SER,2026-01-30,2026-01-30,9,convert_financing|dilution_bank,https://www.sec.gov/Archives/edgar/data/1708599/0001493152-26-004555.txt
SFBC,2026-01-28,2026-01-28,4,convert_financing|dilution_bank,https://www.sec.gov/Archives/edgar/data/1541119/0001541119-26-000003.txt
SGA,2025-11-13,2025-11-13,2,dilution_bank,https://www.sec.gov/Archives/edgar/data/886136/0001104659-25-110952.txt
SGLY,2025-11-13,2025-11-13,4,pipe_financing,https://www.sec.gov/Archives/edgar/data/1422892/0001213900-25-109982.txt
SGN,2026-01-20,2026-02-20,39,dilution_bank,https://www.sec.gov/Archives/edgar/data/1898474/0001213900-26-018921.txt
SHIM,2025-09-08,2025-09-08,2,dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1887944/0000950170-25-113540.txt
SHPH,2026-02-02,2026-02-17,21,convert_financing,https://www.sec.gov/Archives/edgar/data/1757499/0001493152-26-007204.txt
SIF,2026-02-11,2026-02-11,6,dilution_bank,https://www.sec.gov/Archives/edgar/data/90168/0000090168-26-000012.txt
SINT,2025-12-01,2026-02-18,13,dilution_bank,https://www.sec.gov/Archives/edgar/data/1269026/0001493152-26-007271.txt
SKLZ,2025-12-23,2025-12-23,5,dilution_bank,https://www.sec.gov/Archives/edgar/data/1801661/0001801661-25-000104.txt
SLE,2026-01-28,2026-01-28,5,convert_financing,https://www.sec.gov/Archives/edgar/data/1621672/0001437749-26-002323.txt
SLNG,2025-12-18,2025-12-18,2,dilution_bank,https://www.sec.gov/Archives/edgar/data/1043186/0001437749-25-038295.txt
SMTI,2025-11-12,2025-11-12,3,dilution_bank,https://www.sec.gov/Archives/edgar/data/714256/0001493152-25-021715.txt
SMTK,2026-02-06,2026-02-06,9,convert_financing|dilution_bank,https://www.sec.gov/Archives/edgar/data/1817760/0001104659-26-011252.txt
SNAL,2025-12-15,2025-12-15,9,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1886894/0001493152-25-027610.txt
SNCR,2025-12-04,2025-12-04,2,dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1131554/0001628280-25-055229.txt
SNDA,2026-01-05,2026-01-05,3,convert_financing|dilution_bank,https://www.sec.gov/Archives/edgar/data/1043000/0001193125-26-001552.txt
SNES,2025-11-14,2025-11-14,7,dilution_bank,https://www.sec.gov/Archives/edgar/data/1680378/0001213900-25-110873.txt
SNGX,2026-01-23,2026-01-23,12,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/812796/0001104659-26-006255.txt
SNOA,2025-10-09,2025-10-09,4,dilution_bank,https://www.sec.gov/Archives/edgar/data/1367083/0001683168-25-007478.txt
SNSE,2025-11-14,2025-11-14,3,dilution_bank,https://www.sec.gov/Archives/edgar/data/1829802/0001193125-25-281581.txt
SNWV,2025-11-07,2025-11-07,5,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1417663/0001628280-25-050406.txt
SNYR,2025-12-09,2025-12-09,5,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1562733/0001213900-25-119671.txt
SOBR,2026-01-22,2026-01-22,6,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1425627/0001477932-26-000335.txt
SONM,2026-02-05,2026-02-05,13,dilution_bank,https://www.sec.gov/Archives/edgar/data/1178697/0001493152-26-005202.txt
SOPA,2026-02-06,2026-02-13,17,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1817511/0001493152-26-006687.txt
SOR,2026-01-30,2026-01-30,4,dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/91847/0001213900-26-009949.txt
SOWG,2026-01-07,2026-02-19,13,convert_financing|dilution_bank,https://www.sec.gov/Archives/edgar/data/1490161/0001829126-26-001486.txt
SPAI,2025-11-28,2026-02-20,20,dilution_bank,https://www.sec.gov/Archives/edgar/data/2011208/0001493152-26-007537.txt
SPRB,2026-01-08,2026-01-08,5,convert_financing|dilution_bank,https://www.sec.gov/Archives/edgar/data/1683553/0001193125-26-007038.txt
SPRC,2026-02-03,2026-02-17,11,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1611746/0001213900-26-017502.txt
SRBK,2025-12-18,2025-12-18,7,dilution_bank,https://www.sec.gov/Archives/edgar/data/1951276/0000943374-25-000521.txt
SRV,2025-11-19,2025-11-19,4,dilution_bank,https://www.sec.gov/Archives/edgar/data/1400897/0001398344-25-021090.txt
SSKN,2025-12-10,2025-12-10,11,dilution_bank,https://www.sec.gov/Archives/edgar/data/1051514/0001140361-25-045145.txt
SSM,2026-01-29,2026-01-29,6,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1840416/0001171843-26-000517.txt
SSTI,2025-11-12,2025-11-12,2,dilution_bank,https://www.sec.gov/Archives/edgar/data/1351636/0001193125-25-277575.txt
STAK,2026-01-05,2026-01-05,2,dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/2002453/0001493152-26-000242.txt
STEM,2025-12-03,2025-12-03,9,dilution_bank,https://www.sec.gov/Archives/edgar/data/1758766/0001758766-25-000076.txt
STI,2025-11-17,2026-02-12,5,dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1881551/0001213900-26-015206.txt
STRS,2026-02-05,2026-02-05,10,dilution_bank,https://www.sec.gov/Archives/edgar/data/885508/0000885508-26-000002.txt
STRW,2026-01-30,2026-01-30,4,dilution_bank,https://www.sec.gov/Archives/edgar/data/1782430/0001493152-26-004513.txt
SUNS,2025-11-13,2025-11-13,5,dilution_bank,https://www.sec.gov/Archives/edgar/data/2012706/0001628280-25-051846.txt
SVCO,2026-02-09,2026-02-09,7,dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1943289/0001628280-26-006506.txt
SVRN,2025-11-26,2025-11-26,4,dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1869467/0001140361-25-043550.txt
SYBX,2025-12-16,2025-12-16,3,dilution_bank,https://www.sec.gov/Archives/edgar/data/1527599/0001193125-25-319653.txt
TACT,2026-01-05,2026-02-13,7,dilution_bank,https://www.sec.gov/Archives/edgar/data/1017303/0001214659-26-001731.txt
TAIT,2025-11-14,2025-11-14,4,dilution_bank,https://www.sec.gov/Archives/edgar/data/942126/0001185185-25-001751.txt
TAOX,2025-12-19,2025-12-19,7,convert_financing|dilution_bank,https://www.sec.gov/Archives/edgar/data/1571934/0001104659-25-123187.txt
TAYD,2025-10-22,2025-10-22,1,dilution_bank,https://www.sec.gov/Archives/edgar/data/96536/0001376474-25-000858.txt
TBH,2025-12-23,2025-12-23,11,convert_financing|dilution_bank,https://www.sec.gov/Archives/edgar/data/1903595/0001213900-25-125477.txt
TCBS,2025-11-13,2025-11-13,1,dilution_bank,https://www.sec.gov/Archives/edgar/data/1849466/0000943374-25-000472.txt
TCRT,2026-01-08,2026-01-08,8,dilution_bank,https://www.sec.gov/Archives/edgar/data/1107421/0001193125-26-007054.txt
TCX,2025-12-05,2025-12-05,2,convert_financing,https://www.sec.gov/Archives/edgar/data/909494/0001437749-25-037049.txt
TECX,2025-11-06,2025-11-06,1,dilution_bank,https://www.sec.gov/Archives/edgar/data/1681087/0001193125-25-269573.txt
TGL,2026-02-03,2026-02-03,21,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1905956/0001213900-26-011440.txt
TISI,2026-02-09,2026-02-09,6,dilution_bank,https://www.sec.gov/Archives/edgar/data/318833/0001193125-26-042817.txt
TIVC,2026-02-09,2026-02-09,25,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1787740/0001683168-26-000877.txt
TLF,2025-11-10,2025-11-10,2,dilution_bank,https://www.sec.gov/Archives/edgar/data/909724/0001140361-25-041397.txt
TLPH,2025-12-02,2025-12-02,10,dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1427925/0001437749-25-036663.txt
TNXP,2025-12-29,2025-12-29,10,convert_financing|pipe_financing,https://www.sec.gov/Archives/edgar/data/1430306/0001999371-25-021282.txt
TOPP,2026-02-02,2026-02-02,8,dilution_bank,https://www.sec.gov/Archives/edgar/data/1960847/0001213900-26-010401.txt
TOPS,2025-09-12,2025-09-12,1,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1296484/0001171843-25-005891.txt
TORO,2025-11-13,2025-11-13,1,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1941131/0001140361-25-041829.txt
TPCS,2026-01-14,2026-02-17,13,dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1328792/0001104659-26-016425.txt
TPET,2026-01-09,2026-01-09,14,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1898766/0001493152-26-001111.txt
TPST,2026-02-06,2026-02-06,12,pipe_financing,https://www.sec.gov/Archives/edgar/data/1544227/0001193125-26-041190.txt
TRAW,2026-01-13,2026-01-13,6,dilution_bank,https://www.sec.gov/Archives/edgar/data/1130598/0001104659-26-003071.txt
TREE,2025-10-30,2025-10-30,3,convert_financing|dilution_bank,https://www.sec.gov/Archives/edgar/data/1434621/0001628280-25-047318.txt
TRNR,2026-02-11,2026-02-11,29,convert_financing,https://www.sec.gov/Archives/edgar/data/1785056/0001193125-26-046591.txt
TRT,2025-11-03,2025-11-03,2,dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/732026/0001437749-25-032725.txt
TRUG,2026-02-02,2026-02-18,11,dilution_bank,https://www.sec.gov/Archives/edgar/data/1857086/0001493152-26-007325.txt
TSBK,2026-01-27,2026-01-27,4,dilution_bank,https://www.sec.gov/Archives/edgar/data/1046050/0000939057-26-000020.txt
TTRX,2025-11-17,2026-02-17,10,dilution_bank,https://www.sec.gov/Archives/edgar/data/2023016/0001213900-26-016916.txt
TVRD,2025-11-13,2025-11-13,3,convert_financing|dilution_bank,https://www.sec.gov/Archives/edgar/data/1346830/0001104659-25-111336.txt
TWG,2026-02-06,2026-02-06,4,dilution_bank,https://www.sec.gov/Archives/edgar/data/1978057/0001213900-26-012991.txt
TWNP,2026-01-27,2026-01-27,1,dilution_bank,https://www.sec.gov/Archives/edgar/data/2011954/0001493152-26-003699.txt
UBCP,2026-02-20,2026-02-20,14,dilution_bank,https://www.sec.gov/Archives/edgar/data/731653/0001104659-26-018105.txt
UEIC,2025-12-30,2025-12-30,5,dilution_bank,https://www.sec.gov/Archives/edgar/data/101984/0000101984-25-000249.txt
UFG,2026-01-16,2026-01-16,2,convert_financing|dilution_bank,https://www.sec.gov/Archives/edgar/data/2021688/0001493152-26-002559.txt
UFPT,2025-12-02,2026-02-13,4,dilution_bank,https://www.sec.gov/Archives/edgar/data/914156/0001628280-26-008183.txt
UG,2026-01-29,2026-01-29,2,dilution_bank,https://www.sec.gov/Archives/edgar/data/101295/0001171843-26-000508.txt
UI,2025-11-07,2025-11-07,2,dilution_bank,https://www.sec.gov/Archives/edgar/data/1511737/0001511737-25-000078.txt
ULBI,2025-11-18,2025-11-18,3,dilution_bank,https://www.sec.gov/Archives/edgar/data/875657/0001437749-25-035515.txt
ULH,2025-10-27,2025-10-27,2,dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1308208/0001193125-25-251665.txt
UNB,2026-02-05,2026-02-05,7,dilution_bank,https://www.sec.gov/Archives/edgar/data/706863/0000706863-26-000006.txt
UNTY,2025-12-18,2025-12-18,5,convert_financing|dilution_bank,https://www.sec.gov/Archives/edgar/data/920427/0000920427-25-000085.txt
UUU,2026-02-06,2026-02-06,7,convert_financing,https://www.sec.gov/Archives/edgar/data/102109/0001104659-26-011560.txt
VABK,2026-01-29,2026-01-29,2,dilution_bank,https://www.sec.gov/Archives/edgar/data/1572334/0001193125-26-028308.txt
VBIX,2026-01-02,2026-01-02,9,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/797542/0001493152-26-000144.txt
VEEE,2025-09-23,2025-09-23,2,dilution_bank,https://www.sec.gov/Archives/edgar/data/1855509/0001731122-25-001289.txt
VERO,2025-11-13,2025-11-13,7,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1409269/0001140361-25-041802.txt
VHI,2025-12-15,2025-12-15,2,dilution_bank,https://www.sec.gov/Archives/edgar/data/59255/0000059255-25-000081.txt
VIVS,2025-12-18,2025-12-18,2,dilution_bank,https://www.sec.gov/Archives/edgar/data/1497253/0001193125-25-324794.txt
VMAR,2025-12-03,2025-12-03,2,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1813783/0001104659-25-118177.txt
VNCE,2025-12-09,2025-12-09,2,pipe_financing,https://www.sec.gov/Archives/edgar/data/1579157/0001193125-25-311904.txt
VOR,2026-02-05,2026-02-05,15,pipe_financing,https://www.sec.gov/Archives/edgar/data/1817229/0001193125-26-039378.txt
VRAX,2025-12-31,2025-12-31,4,dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1885827/0001193125-25-338385.txt
VRCA,2025-12-23,2025-12-23,6,dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1660334/0001193125-25-330986.txt
VRME,2026-02-12,2026-02-12,3,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1104038/0001214659-26-001529.txt
VRTS,2026-02-06,2026-02-06,6,dilution_bank,https://www.sec.gov/Archives/edgar/data/883237/0000883237-26-000004.txt
VS,2026-01-20,2026-01-20,1,dilution_bank,https://www.sec.gov/Archives/edgar/data/1701963/0001213900-26-005292.txt
VTAK,2026-02-06,2026-02-12,9,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1716621/0001437749-26-003940.txt
VTVT,2025-12-19,2025-12-19,6,dilution_bank,https://www.sec.gov/Archives/edgar/data/1641489/0001641489-25-000066.txt
VVOS,2026-01-20,2026-02-17,16,dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1716166/0001493152-26-006829.txt
VVPR,2025-12-23,2025-12-23,4,dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1681348/0001493152-25-029092.txt
WATT,2025-11-12,2025-11-12,7,pipe_financing,https://www.sec.gov/Archives/edgar/data/1575793/0001104659-25-110384.txt
WCT,2025-12-05,2025-12-05,2,dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1990251/0001213900-25-118563.txt
WEYS,2026-01-05,2026-01-05,3,dilution_bank,https://www.sec.gov/Archives/edgar/data/106532/0001104659-26-000687.txt
WHG,2026-02-13,2026-02-13,4,dilution_bank,https://www.sec.gov/Archives/edgar/data/1165002/0001165002-26-000005.txt
WINA,2026-01-28,2026-01-28,4,dilution_bank,https://www.sec.gov/Archives/edgar/data/908315/0000908315-26-000002.txt
WKSP,2026-01-20,2026-01-20,17,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1096275/0001493152-26-002864.txt
WLFC,2025-12-23,2025-12-23,2,dilution_bank,https://www.sec.gov/Archives/edgar/data/1018164/0001018164-25-000156.txt
WORX,2026-01-08,2026-01-08,4,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1674227/0001213900-26-002450.txt
WRLD,2026-01-27,2026-02-17,7,dilution_bank,https://www.sec.gov/Archives/edgar/data/108385/0001437749-26-004381.txt
WSBK,2025-10-22,2025-10-22,2,dilution_bank,https://www.sec.gov/Archives/edgar/data/2047235/0001193125-25-246729.txt
WSHP,2025-12-22,2025-12-22,4,dilution_bank,https://www.sec.gov/Archives/edgar/data/2048271/0001493152-25-028734.txt
WTM,2026-02-06,2026-02-06,7,dilution_bank,https://www.sec.gov/Archives/edgar/data/776867/0001628280-26-005947.txt
WXM,2025-11-05,2025-11-05,1,convert_financing|dilution_bank,https://www.sec.gov/Archives/edgar/data/1979610/0001731122-25-001482.txt
WYFI,2026-01-26,2026-01-26,7,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/2042022/0001213900-26-007740.txt
WYY,2025-10-06,2025-10-06,2,dilution_bank,https://www.sec.gov/Archives/edgar/data/1034760/0001654954-25-011503.txt
XAIR,2026-02-10,2026-02-13,19,dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1641631/0001493152-26-006708.txt
XBIO,2025-12-11,2025-12-11,6,dilution_bank,https://www.sec.gov/Archives/edgar/data/1534525/0001683168-25-009076.txt
XCUR,2025-11-07,2025-11-07,3,dilution_bank,https://www.sec.gov/Archives/edgar/data/1698530/0001698530-25-000099.txt
XELB,2026-01-23,2026-01-23,7,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1083220/0001104659-26-006234.txt
XPON,2026-01-28,2026-01-28,11,dilution_bank,https://www.sec.gov/Archives/edgar/data/1894954/0001903596-26-000015.txt
XRTX,2025-10-23,2025-10-23,1,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1729214/0001104659-25-101634.txt
XWEL,2025-12-18,2025-12-18,6,convert_financing,https://www.sec.gov/Archives/edgar/data/1410428/0001104659-25-122574.txt
XXII,2025-12-17,2026-02-20,22,convert_financing,https://www.sec.gov/Archives/edgar/data/1347858/0001493152-26-007596.txt
YAAS,2025-09-08,2025-09-08,1,dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1964946/0001641172-25-026816.txt
YCBD,2026-01-22,2026-01-22,14,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1644903/0001437749-26-001692.txt
YHC,2025-12-19,2025-12-19,4,dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1843165/0001213900-25-123644.txt
YHGJ,2025-12-08,2025-12-08,3,dilution_bank,https://www.sec.gov/Archives/edgar/data/1042187/0001493152-25-026623.txt
YSXT,2026-02-13,2026-02-13,2,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1993463/0001104659-26-015205.txt
YYAI,2026-02-05,2026-02-05,12,dilution_bank,https://www.sec.gov/Archives/edgar/data/1674440/0001493152-26-005379.txt
ZBAO,2025-09-18,2025-09-18,1,convert_financing|dilution_bank|pipe_financing,https://www.sec.gov/Archives/edgar/data/1966750/0001213900-25-088779.txt
